Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA
143,John Fleck\b63e789d,sct SCO,MF,Sheffield Utd,27,1991,30,28,2516,28.0,5,2,5,0,0,8,0,0.18,0.07,0.25,0.18,0.25,3.6,3.6,3.3,6.8
144,Phil Foden\ed1e53f3,eng ENG,FWMF,Manchester City,19,2000,23,9,901,10.0,5,2,5,0,0,0,0,0.50,0.20,0.70,0.50,0.70,4.3,4.3,2.0,6.3
145,Pablo Fornals\82927de4,es ESP,MFFW,West Ham,23,1996,36,24,2172,24.1,2,5,2,0,0,3,0,0.08,0.21,0.29,0.08,0.29,2.9,2.9,2.2,5.0
146,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,36,1983,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
147,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Manchester Utd,21,1998,3,2,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2
148,Dimitri Foulquier\45e17712,fr FRA,DFMF,Watford,26,1993,3,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
149,Juan Foyth\6c7762c3,ar ARG,DF,Tottenham,21,1998,4,1,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
150,Simon Francis\1e0b6a73,eng ENG,DF,Bournemouth,34,1985,15,10,969,10.8,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5
151,Ryan Fraser\d56543a0,sct SCO,MFFW,Bournemouth,25,1994,28,21,2067,23.0,1,4,1,0,0,2,0,0.04,0.17,0.22,0.04,0.22,3.3,3.3,4.1,7.3
152,Fred\b853e0ad,br BRA,MF,Manchester Utd,26,1993,29,23,2163,24.0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,2.5,4.4
153,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,26,1992,27,25,2237,24.9,0,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,2.6,2.7
154,Kieron Freeman\c13c24c8,wls WAL,FW,Sheffield Utd,27,1992,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
155,Luke Freeman\636b64cd,eng ENG,MF,Sheffield Utd,27,1992,11,3,366,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4
156,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,33,1986,11,8,772,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2
157,Eric García\2bed3eab,es ESP,DF,Manchester City,18,2001,13,8,793,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.7
158,James Garner\4e015693,eng ENG,MF,Manchester Utd,18,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
159,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,28,1990,20,10,850,9.4,4,2,4,0,0,2,0,0.42,0.21,0.64,0.42,0.64,4.4,4.4,0.8,5.3
160,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,27,1992,18,17,1613,17.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4
161,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,23,1995,2,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
162,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,28,1990,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
163,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,24,1995,34,26,2051,22.8,4,4,3,1,1,3,0,0.18,0.18,0.35,0.13,0.31,6.0,5.2,2.8,8.0
164,Morgan Gibbs-White\32f60ed8,eng ENG,MFFW,Wolves,19,2000,7,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2
165,Billy Gilmour\df10e27c,sct SCO,MF,Chelsea,18,2001,6,2,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2
166,Olivier Giroud\16ceb862,fr FRA,FW,Chelsea,32,1986,18,12,993,11.0,8,0,8,0,0,1,0,0.73,0.00,0.73,0.73,0.73,6.7,6.7,1.2,7.8
167,Ben Godfrey\9f7c837d,eng ENG,DF,Norwich City,21,1998,30,30,2644,29.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9
168,André Gomes\1961b2aa,pt POR,MF,Everton,26,1993,19,17,1458,16.2,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.9,1.1
169,Angel Gomes\645a3363,eng ENG,MF,Manchester Utd,18,2000,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
170,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,22,1997,28,22,2004,22.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2
171,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,18,2001,11,4,440,4.9,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.2,0.2,0.4,0.6
172,Dan Gosling\7fec31a0,eng ENG,MF,Bournemouth,29,1990,24,14,1264,14.0,3,1,3,0,0,3,0,0.21,0.07,0.28,0.21,0.28,2.1,2.1,1.0,3.2
173,Andre Gray\c24dba2a,jm JAM,FW,Watford,28,1991,23,7,755,8.4,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,2.8,2.8,1.4,4.2
174,Demarai Gray\4468ec10,eng ENG,MFFW,Leicester City,23,1996,21,3,622,6.9,2,3,2,0,1,1,0,0.29,0.43,0.72,0.29,0.72,2.5,1.7,1.7,3.4
175,Jack Grealish\b0b4fd3e,eng ENG,FWMF,Aston Villa,23,1995,36,36,3233,35.9,8,6,8,0,1,8,0,0.22,0.17,0.39,0.22,0.39,6.5,5.7,7.0,12.7
176,Mason Greenwood\58eee997,eng ENG,FW,Manchester Utd,17,2001,31,12,1320,14.7,10,1,10,0,0,0,0,0.68,0.07,0.75,0.68,0.75,3.6,3.6,0.7,4.4
177,Arnaut Groeneveld\f08490a6,nl NED,MF,Bournemouth,22,1997,14,6,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2
178,Pascal Groß\8aec0537,de GER,FWMF,Brighton,28,1991,29,22,1796,20.0,2,4,2,0,0,4,0,0.10,0.20,0.30,0.10,0.30,1.9,1.9,5.2,7.1
179,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,32,1987,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
180,Mattéo Guendouzi\5ea8ef20,fr FRA,MF,Arsenal,20,1999,24,19,1748,19.4,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,1.2,1.9
181,Frederic Guilbert\5d8d7454,fr FRA,DF,Aston Villa,24,1994,25,22,2041,22.7,0,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.5,1.8
182,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,28,1990,31,21,2020,22.4,2,1,1,1,2,7,0,0.09,0.04,0.13,0.04,0.09,4.4,2.9,2.7,5.6
183,Angus Gunn\e082af5b,eng ENG,GK,Southampton,23,1996,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
184,Sébastien Haller\ba115a40,ci CIV,FW,West Ham,25,1994,32,24,2266,25.2,7,1,7,0,0,1,0,0.28,0.04,0.32,0.28,0.32,7.7,7.7,1.9,9.7
185,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,27,1991,15,14,1262,14.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5
186,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,24,1995,18,17,1545,17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,2.1,2.1,0.2,2.3
187,Isaac Hayden\c951a6df,eng ENG,MF,Newcastle Utd,24,1995,29,26,2223,24.7,1,2,1,0,0,4,1,0.04,0.08,0.12,0.04,0.12,1.2,1.2,1.6,2.8
188,Tom Heaton\a6de6361,eng ENG,GK,Aston Villa,33,1986,20,20,1794,19.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
189,Dean Henderson\e5a76dfe,eng ENG,GK,Sheffield Utd,22,1997,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
190,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,29,1990,30,26,2238,24.9,4,5,4,0,0,2,0,0.16,0.20,0.36,0.16,0.36,1.4,1.4,2.8,4.2
191,Jeff Hendrick\989d5705,ie IRL,MF,Burnley,27,1992,24,22,1931,21.5,2,2,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,1.5,1.5,0.7,2.3
192,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,32,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
193,Javier Hernández\189cee7b,mx MEX,FW,West Ham,31,1988,2,1,107,1.2,1,0,1,0,0,0,0,0.84,0.00,0.84,0.84,0.84,0.8,0.8,0.0,0.8
194,Onel Hernández\007b39a5,cu CUB,FWMF,Norwich City,26,1993,26,14,1384,15.4,1,2,1,0,0,0,0,0.07,0.13,0.20,0.07,0.20,2.5,2.5,0.9,3.4
195,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,27,1992,30,28,2476,27.5,11,10,11,0,1,0,2,0.40,0.36,0.76,0.40,0.76,8.9,8.0,7.0,15.0
196,George Hirst\78e87179,eng ENG,FW,Leicester City,20,1999,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
197,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,23,1995,8,6,581,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
198,José Holebas\12aa7661,gr GRE,DF,Watford,35,1984,14,11,1025,11.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.2
199,Mason Holgate\d0042ab9,eng ENG,DF,Everton,22,1996,27,24,2054,22.8,0,3,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,2.2,2.2,0.5,2.7
200,Nathan Holland\45ab2170,eng ENG,MF,West Ham,21,1998,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
201,Conor Hourihane\fcab00a0,ie IRL,MF,Aston Villa,28,1991,27,18,1534,17.0,3,5,3,0,0,4,0,0.18,0.29,0.47,0.18,0.47,1.6,1.6,5.1,6.7
202,Callum Hudson-Odoi\15f3ec41,eng ENG,FW,Chelsea,18,2000,22,7,863,9.6,1,5,1,0,0,1,0,0.10,0.52,0.63,0.10,0.63,1.7,1.7,2.7,4.3
203,Will Hughes\a0666d3e,eng ENG,MFFW,Watford,24,1995,30,27,2252,25.0,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,1.2,3.8
204,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Southampton,23,1995,33,30,2752,30.6,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,2.6,2.6,2.1,4.7
205,Jordon Ibe\9f736ed2,eng ENG,DF,Bournemouth,23,1995,2,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
206,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,18,2001,12,1,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1
207,Odion Ighalo\03622183,ng NGA,FW,Manchester Utd,30,1989,11,0,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.1,1.7
208,Kelechi Iheanacho\c92e1a31,ng NGA,FWMF,Leicester City,22,1996,20,12,960,10.7,5,3,5,0,0,1,0,0.47,0.28,0.75,0.47,0.75,4.8,4.8,2.4,7.2
209,Danny Ings\07802f7f,eng ENG,FW,Southampton,27,1992,38,32,2804,31.2,22,2,21,1,2,3,0,0.71,0.06,0.77,0.67,0.74,16.7,15.2,2.7,17.9
210,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,23,1996,25,19,1596,17.7,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,2.4,2.4,2.3,4.6
211,Phil Jagielka\3233eefd,eng ENG,DF,Sheffield Utd,36,1982,6,2,244,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
212,Alireza Jahanbakhsh\08452314,ir IRN,FWMF,Brighton,25,1993,10,3,311,3.5,2,0,2,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.5,0.5,0.0,0.6
213,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,21,1997,33,26,2287,25.4,3,6,3,0,0,4,0,0.12,0.24,0.35,0.12,0.35,3.6,3.6,4.0,7.6
214,Matty James\ebd0a048,eng ENG,MF,Leicester City,28,1991,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
215,Reece James\1265a93a,eng ENG,DF,Chelsea,19,1999,24,16,1515,16.8,0,2,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.7,0.7,3.2,4.0
216,Daryl Janmaat\45da6694,nl NED,DF,Watford,30,1989,8,7,607,6.7,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.7
217,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,22,1997,34,21,2030,22.6,14,7,14,0,1,3,0,0.62,0.31,0.93,0.62,0.93,18.5,17.7,3.8,21.5
218,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,28,1991,38,37,3236,36.0,17,6,13,4,4,3,0,0.47,0.17,0.64,0.36,0.53,14.7,11.7,5.6,17.2
219,Joelinton\c17bfb65,br BRA,FW,Newcastle Utd,22,1996,38,32,2683,29.8,2,2,2,0,0,7,0,0.07,0.07,0.13,0.07,0.13,4.8,4.8,2.4,7.2
220,Ben Johnson\9319781b,eng ENG,DF,West Ham,19,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2
221,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,18,2001,6,1,126,1.4,1,0,1,0,0,0,0,0.71,0.00,0.71,0.71,0.71,0.9,0.9,0.0,0.9
222,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,27,1992,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2
223,Bruno Jordão\41ff002d,pt POR,FW,Wolves,20,1998,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
224,Jorginho\45db685d,it ITA,MF,Chelsea,27,1991,31,27,2379,26.4,4,2,1,3,3,10,0,0.15,0.08,0.23,0.04,0.11,3.4,1.1,2.3,3.5
225,Jota\9f351459,es ESP,FWMF,Aston Villa,28,1991,10,4,335,3.7,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.2,0.2,0.6,0.9
226,Diogo Jota\178ae8f8,pt POR,FWMF,Wolves,22,1996,34,27,2284,25.4,7,1,7,0,0,4,0,0.28,0.04,0.32,0.28,0.32,9.6,9.6,3.7,13.4
227,James Justin\fb614c44,eng ENG,DF,Leicester City,21,1998,13,11,1012,11.2,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.1,1.5
228,Christian Kabasele\914ab9a1,be BEL,DF,Watford,28,1991,27,26,2250,25.0,0,2,0,0,0,3,2,0.00,0.08,0.08,0.00,0.08,1.1,1.1,0.6,1.6
229,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,26,1993,29,29,2587,28.7,18,2,16,2,2,4,0,0.63,0.07,0.70,0.56,0.63,10.5,9.0,2.3,11.3
230,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,28,1991,22,20,1732,19.2,3,0,3,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.6,1.6,2.1,3.7
231,Moise Kean\3d50bcdb,it ITA,FW,Everton,19,2000,29,6,852,9.5,2,2,2,0,0,1,0,0.21,0.21,0.42,0.21,0.42,4.1,4.1,1.0,5.2
232,Michael Keane\c5b7c315,eng ENG,DF,Everton,26,1993,31,28,2559,28.4,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.7,1.7,0.7,2.4
233,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,24,1995,18,9,815,9.1,2,3,2,0,0,1,0,0.22,0.33,0.55,0.22,0.55,1.5,1.5,2.3,3.9
234,Lloyd Kelly\f31def1e,eng ENG,DF,Bournemouth,20,1998,8,7,639,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2
235,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,29,1990,19,17,1549,17.2,0,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.9,1.0
236,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,22,1997,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
237,Joshua King\43458538,no NOR,FWMF,Bournemouth,27,1992,26,24,2011,22.3,6,4,3,3,3,0,0,0.27,0.18,0.45,0.13,0.31,6.6,4.3,3.8,8.1
238,Timm Klose\5f1d07f6,ch SUI,DF,Norwich City,31,1988,7,7,585,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4
239,Jonathan Kodjia\ecf44e09,ci CIV,FWMF,Aston Villa,29,1989,6,0,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
240,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,26,1993,26,19,1701,18.9,0,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.7,0.7,1.0,1.7
241,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,21,1997,25,24,2039,22.7,1,2,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.6,1.6,0.5,2.1
242,Cheikhou Kouyaté\8d3c902d,sn SEN,MFDF,Crystal Palace,29,1989,35,29,2528,28.1,1,1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,1.8,1.8,0.8,2.6
243,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,25,1994,31,23,2073,23.0,1,3,1,0,0,8,0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,1.9,3.3
244,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,24,1994,17,11,1020,11.3,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.4,0.7
245,Tim Krul\f23f9d20,nl NED,GK,Norwich City,31,1988,36,36,3240,36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
246,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,28,1991,30,22,1874,20.8,10,4,10,0,0,8,0,0.48,0.19,0.67,0.48,0.67,8.5,8.5,3.1,11.6
247,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,31,1988,15,3,382,4.2,1,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,1.1,1.1,0.7,1.7
248,Érik Lamela\abe66106,ar ARG,MFFW,Tottenham,27,1992,25,12,1215,13.5,2,1,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,2.7,2.7,1.6,4.3
249,Tariq Lamptey\f4e433d4,eng ENG,DF,Brighton,18,2000,8,7,588,6.5,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.6,0.7
250,Tariq Lamptey\f4e433d4,eng ENG,DF,Chelsea,18,2000,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
251,Henri Lansbury\fe8e6fa1,eng ENG,MFFW,Aston Villa,28,1990,10,2,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2
252,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,26,1993,24,14,1379,15.3,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,2.0,2.0,2.5,4.5
253,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,25,1994,15,14,1097,12.2,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.1,0.4
254,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,25,1993,24,24,2076,23.1,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.1,0.4
255,Valentino Lazaro\016ff750,at AUT,DFMF,Newcastle Utd,23,1996,13,4,480,5.3,1,0,1,0,0,0,1,0.19,0.00,0.19,0.19,0.19,0.5,0.5,0.2,0.7
256,Moritz Leitner\9460aaed,de GER,MF,Norwich City,26,1992,9,7,685,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5
257,Florian Lejeune\6eaed4eb,fr FRA,DF,Newcastle Utd,28,1991,6,4,442,4.9,2,0,2,0,0,0,0,0.41,0.00,0.41,0.41,0.41,0.6,0.6,0.1,0.6
258,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,32,1987,16,4,496,5.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
259,Bernd Leno\2628fd2b,de GER,GK,Arsenal,27,1992,30,30,2649,29.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
260,Jefferson Lerma\9b5ce51a,co COL,MF,Bournemouth,24,1994,33,31,2703,30.0,1,2,1,0,0,13,1,0.03,0.07,0.10,0.03,0.10,1.2,1.2,1.8,3.0
261,Jamal Lewis\efb9215a,nir NIR,DF,Norwich City,21,1998,28,25,2304,25.6,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.4,0.4,1.0,1.3
262,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,25,1994,35,35,3092,34.4,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,0.4,0.4,0.3,0.7
263,Jesse Lingard\810e3c74,eng ENG,MFFW,Manchester Utd,26,1992,22,9,935,10.4,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,2.7,2.7,0.9,3.6
264,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,32,1986,21,21,1807,20.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
265,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,23,1996,28,15,1492,16.6,0,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,1.2,1.2,2.1,3.3
266,Jürgen Locadia\6cc47ae1,nl NED,MFFW,Brighton,25,1993,2,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3
267,Ruben Loftus-Cheek\e97fd090,eng ENG,MFFW,Chelsea,23,1996,7,2,208,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.5,0.5,0.3,0.8
268,Kevin Long\5a4280b1,ie IRL,DF,Burnley,28,1990,8,6,564,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2
269,Shane Long\9f472354,ie IRL,FW,Southampton,32,1987,26,15,1395,15.5,2,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,4.8,4.8,1.4,6.2
270,Matthew Longstaff\c0027d2d,eng ENG,MF,Newcastle Utd,19,2000,9,6,575,6.4,2,0,2,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.4,0.4,0.2,0.6
271,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,21,1997,23,14,1378,15.3,1,1,1,0,0,2,1,0.07,0.07,0.13,0.07,0.13,0.9,0.9,1.0,1.9
272,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,30,1989,10,9,777,8.6,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.4,0.6
273,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,30,1989,17,17,1530,17.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,1.0,1.0
274,David Luiz\c0e27d1a,br BRA,DF,Arsenal,32,1987,33,32,2809,31.2,2,1,2,0,0,5,2,0.06,0.03,0.10,0.06,0.10,1.9,1.9,0.9,2.8
275,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,21,1998,36,28,2612,29.0,3,2,3,0,0,8,0,0.10,0.07,0.17,0.10,0.17,2.3,2.3,1.4,3.7
276,John Lundstram\0df2b165,eng ENG,MF,Sheffield Utd,25,1994,34,26,2458,27.3,5,3,5,0,0,5,0,0.18,0.11,0.29,0.18,0.29,5.2,5.2,2.3,7.5
277,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,20,1998,9,4,352,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.6
278,James Maddison\ee38d9c5,eng ENG,MF,Leicester City,22,1996,31,29,2624,29.2,6,3,6,0,0,4,0,0.21,0.10,0.31,0.21,0.31,4.9,4.9,7.4,12.3
279,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,26,1993,38,38,3420,38.0,1,1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,2.0,2.0,0.6,2.6
280,Riyad Mahrez\892d5bb1,dz ALG,FWMF,Manchester City,28,1991,33,21,1944,21.6,11,9,10,1,1,0,0,0.51,0.42,0.93,0.46,0.88,7.2,6.4,8.8,15.2
281,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Arsenal,21,1997,20,15,1386,15.4,0,2,0,0,0,6,1,0.00,0.13,0.13,0.00,0.13,0.3,0.3,1.5,1.8
282,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,27,1992,35,31,2747,30.5,18,7,18,0,0,3,0,0.59,0.23,0.82,0.59,0.82,13.8,13.8,7.3,21.0
283,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,25,1994,21,18,1599,17.8,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.4,0.4
